name,brandName,ratingScore,price,processor,ram,memory,displaySize,gen
acer aspire 3,Acer,0.0,56000.0,amd,4gb,256gb,15.6,
laptop lenovo v15,Lenovo,0.0,75000.0,other,,,,
hp 14 core,HP,0.0,58000.0,i3,4gb,128gb,,10th
lenovo ideapad flex,Lenovo,0.0,65000.0,ryzen,4gb,128gb,"14""",
dell inspiron 5415,Dell,0.0,115000.0,ryzen,8gb,512gb,"14""",
lenovo thinkbook 15,Lenovo,0.0,85000.0,amd,8 gb,256 gb,"15.6""",
acer aspire 5,Acer,0.0,62000.0,i3,4gb,1tb,"15.6""",11th
asus vivobook flip,ASUS,0.0,81000.0,ryzen,4gb,256gb,"14""",
hp victus 16.1″,HP,0.0,192800.0,intel,6gb,512 gb,16.1,12th
"asus vivobook e410ma,",ASUS,0.0,49333.0,other,4gb,256gb,"14 """,
acer predator helios,Acer,0.0,250000.0,i7,6gb,1tb,"15.6""",11th
dell g5 5500,Dell,0.0,109999.0,i5,8gb,256gb,"15.6""",
asus rog strix,ASUS,0.0,283110.0,ryzen,,,,
asus rog zephyrus,ASUS,0.0,372000.0,amd,6gb,512gb,"15.6""",
hp 2126 amd,HP,0.0,68400.0,amd,8gb,256gb,"15.6""",
acer aspire 5/iintel,Acer,0.0,58000.0,intel,4gb,128gb,"15.6""",11th
hp 15dy2095 wm,HP,0.0,81880.0,i5,8gb,256gb,,11gen
dell inspiron 15ryzen3_quad,Dell,0.0,77500.0,ryzen,,,15.6,
asus vivobook x415ma,ASUS,0.0,49300.0,other,4gb,256gb,"14""",
asus ga401q zephyrusryzen,ASUS,5.0,200000.0,ryzen,6gb,,15.6,
dell inspiron 3511,Dell,0.0,61000.0,i3,4gb,128gb,"15.6""",11th
acer aspire 5,Acer,0.0,53550.0,other,,,,
acer travelmate i5,Acer,0.0,80000.0,i5,8gb,256gb,"14""",10th
asus vivobook 15,ASUS,0.0,104000.0,i5,8gb,512gb,"15.6""",12th
"gf63 thin 10uc,",MSI,0.0,153000.0,intel,4gb,512gb,"5.6""",63 th
lenovo s540 ultralight,Lenovo,5.0,86000.0,i5,2gb,512gb,"13.3""",510th
hp 15 dy2791wm,HP,0.0,58000.0,intel,8gb,256gb,15.6,11th
asus vivobook 15,ASUS,0.0,71111.0,i3,4gb,256gb,"15.6""",12th
dell g5 g5510,Dell,0.0,180000.0,i7,6gb,512gb,"15.6""",10th
msi note book,MSI,0.0,111500.0,other,,,,
laptop acer aspire5,Acer,0.0,95000.0,i5,8gb,512ssd,,11th
dell inspiron 15,Dell,0.0,89000.0,i5,8gb,256ssd,,
hp 14dq1043 i3,HP,0.0,60500.0,i3,8gb,256 gb,,10 th
acer laptop swift,Acer,0.0,148500.0,i7,,,,
dell xps 13,Dell,0.0,200000.0,i7,6gb,512gb,13.3',10 gen
asus zenbook 14,ASUS,0.0,182000.0,i7,6gb,512gb,"14""",11th
asus vivobook flip,ASUS,0.0,99999.0,ryzen,8gb,256gb,,
dell vostro 3510,Dell,0.0,65000.0,i3,4gb,1tb,,
asus vivobook 15,ASUS,0.0,93000.0,ryzen,8gb,256gb,"15.6""",
dell g5 15,Dell,0.0,185000.0,i7,6gb,512gb,"15.6""",10th
dell inspiron 3511,Dell,0.0,77000.0,i5,8gb,256gb,"15.6""",11th
dell inspiron 3501,Dell,0.0,87400.0,intel,2gb,256gb,,11 gen
asus vivobook 14,ASUS,0.0,57000.0,i3,4gb,256gb,"14""",11th
dell inspiron 3511,Dell,0.0,80000.0,i5,8gb,256 gb,,11th
acer laptop a51556g,Acer,0.0,86000.0,i5,,,,11th
dell inspiron 5410,Dell,0.0,129000.0,i5,8gb,512gb,"14""",11th
acer swift 3,Acer,0.0,79000.0,ryzen,8gb,256gb,"14""",
dell inspiron 3511,Dell,0.0,61000.0,i3,4gb,128gb,"15.6""",11th
lenovo e4145 amd,Lenovo,0.0,45000.0,amd,4gb,1tb,,
hp14fq0013dx ryzen 33250u/8gb,HP,0.0,57000.0,ryzen,8gb,256gb,,
acer nitro 5,Acer,0.0,114450.0,intel,8gb,512gb,15.6,
hp 15ef1013dx amd,HP,0.0,105000.0,amd,8gb,512ssd,,
dell vostro 3400,Dell,0.0,57750.0,intel,4gb,1tb,,11 gen
dell inspiron 5391,Dell,0.0,115000.0,i5,8gb,512gb,13.3',10th
hp victus 15,HP,0.0,121800.0,i5,8 gb,512ssd,,12th
dell inspiron 3511,Dell,0.0,82800.0,i5,8gb,512gb,,511th
acer nitro 5,Acer,0.0,155000.0,i7,6gb,512gb,"15.6""",10th
lenovo ideapad 3,Lenovo IdeaPad,0.0,70000.0,other,,,,
dell inspiron 7506,Dell,0.0,115000.0,other,,,,
hp 14sfq1052au amd,HP,0.0,63000.0,amd,4gb,256gb,,
dell vostro 3400,Dell,0.0,51100.0,i3,4gb,256gb,"14""",11th
lenovo ideapad 3,Lenovo,0.0,69999.0,amd,8gb,256gb,15.6,
asus zenbook 14,ASUS,0.0,98000.0,amd,6gb,256gb,,
hp 15sdu2101tu 15.6,HP,0.0,89200.0,intel,8gb,256gb,15.6,10th
dell xps 13,Dell,0.0,155000.0,i7,8gb,256gb,13.3',10 gen
dell g5 2021,Dell,0.0,195000.0,i7,6gb,512gb,"15.6""",11th
lenovo ideapad flex,Lenovo,0.0,58000.0,amd,4gb,256gb,"11.6""",
laptop hp pavilion,HP,0.0,74990.0,i3,8gb,128gb,"14 """,11gen
dell inspiron 3501,Dell,0.0,114000.0,i7,8gb,512gb,,11th
hp 240 g7,HP,0.0,66700.0,i3,,,,10th
hp envy x360,HP,0.0,150000.0,i7,8gb,512gb,"13.3""",11th
"gf63 thin 10uc,",MSI,0.0,141500.0,intel,4gb,512gb,"15.6""",63 th
dell vostro 3510,Dell,0.0,98000.0,intel,8gb,512gb,"15.6""",511th
asus tuf dash,ASUS,0.0,163000.0,other,,,,
dell inspirion 5493,Dell,0.0,90000.0,i5,8gb,512gb,"14""",10th
dell inspiron 5400,Dell,0.0,121000.0,i7,8gb,512gb,"14""",10th
dell vostro 3400,Dell,0.0,51999.0,i3,4gb,1tb,14',311th
hp envy x360,HP,0.0,126500.0,i7,8gb,512gb,"13.3""",12th
asus vivobook e510,ASUS,0.0,49400.0,other,4gb,256gb,"15.6""",10th
lenovo legion 5,Lenovo,0.0,170000.0,ryzen,8gb,,,
dell vostro i5/11th,Dell,0.0,82000.0,i5,8gb,256 ssd,"15.6""",11th
acer nitro 5,Acer,0.0,140000.0,i5,6gb,512 ssd,"15 """,
dell vostro 3510,Dell,0.0,61000.0,i3,4gb,1tb,"15.6""",11th
asus vivobook f415ea,ASUS,0.0,80000.0,i5,8gb,256gb,,11th
acer swift 3,Acer,0.0,88000.0,ryzen,8gb,256gb,"14""",
acer aspire 5,Acer,0.0,63999.0,i3,8gb,128gb,"15.6""",10gen
hp notebook 15ef2127,HP,0.0,78000.0,ryzen,8gb,256gb,"15.6""",
lenovo ideapad l3,Lenovo,0.0,48000.0,other,4gb,256gb,"15.6""",10th
dell inspiron 5515,Dell,0.0,85000.0,ryzen,8gb,256gb,"15.6""",
asus zenbook 13,ASUS,0.0,135000.0,i5,2gb,512gb,13',511th
acer nitro 5,Acer,0.0,120000.0,i5,,,,11th
summit e13 flip,No Brand,0.0,226000.0,other,,,,
lenovo ideapad 3,Lenovo IdeaPad,0.0,135000.0,i7,8gb,256gb,"15.6""",
acer predator helios,Acer,0.0,191999.0,intel,6gb,512gb,"15.6""",12th
dell inspiron 3511,Dell,0.0,112999.0,i7,8gb,512gb,"15.6""",11th
dell inspiron 3511,Dell,0.0,64000.0,i3,4gb,256gb,"15.6""",11th
dell inspiron 5406,Dell,0.0,100000.0,i5,8gb,256 gb,,11th
asus rog zephyrus,ASUS,0.0,175000.0,m1,6gb,512gb,"15.6""",
ge66 raider 10ug,MSI,0.0,370000.0,other,,,,
asus rog zephyrus,ASUS,0.0,370221.0,ryzen,,,,
asus vivobook 15,ASUS,0.0,144000.0,i7,6gb,512gb,"15.6""",11th
dell vostro 3400,Dell,0.0,85000.0,i5,8gb,256gb,"14""",11th
dell inspiron 3511,Dell,0.0,93000.0,i5,8gb,512gb,"15.6""",11th
dell latitude 3420,Dell,0.0,81000.0,i5,4gb,1tb,"14""",11th
asus zenbook 14,ASUS,0.0,112100.0,ryzen,8gb,512gb,"14""",
hp 15sdu2101tu/ 10th,HP,0.0,85600.0,intel,8gb,256gb,15.6,10th
"dell laptop,15 ''",Dell,0.0,71500.0,other,8 gb,256 gb,15 ',
dell inspiron 3511,Dell,0.0,99000.0,i5,8gb,512gb,15.6,11th
acer aspire 3,Acer,0.0,90000.0,amd,8gb,256gb,"15.6""",
acer aspire fun,Acer,0.0,98000.0,i5,6gb,512gb,"14""",11th
lenovo thinkpad x1,Lenovo,0.0,198000.0,i5,6gb,512gb,"14""",10th
dell inspiron 7405,Dell,0.0,95000.0,ryzen,8gb,256 gb,,
msi morden b5m,MSI,0.0,99000.0,ryzen,8gb,512 ssd,14.0,
hp 14 dk1031dx,HP,0.0,65000.0,ryzen,8gb,1tb,,
dell inspiron 3511,Dell,0.0,84000.0,i5,8gb,1tb,,11th
asus vivobook s14,ASUS,0.0,118800.0,i5,8gb,512gb,"14""",11th
asus zenbook 14,ASUS,0.0,127000.0,i5,8gb,512gb,"14""",11 gen
toshiba terca a40,Toshiba,0.0,39000.0,other,4gb,128gb,"14""",
asus zenbook duo,ASUS,0.0,228000.0,i7,6gb,1tb,"14""",11th
asus tuf f15,ASUS,0.0,125000.0,i5,8gb,512gb,"15.6""",10th
acer aspire vero,Acer,0.0,107000.0,i7,6gb,512gb,"15.6""",11th
asus vivobook flip,ASUS,0.0,116000.0,ryzen,8gb,512gb,"14""",
newly lunchedlenovo yoga,Lenovo,0.0,109990.0,other,8gb,256gb,2.1,
asus vivobook x513ea,ASUS,4.5,57000.0,intel,4gb,256 ssd,"15.6""",11th
asus vivobook flip,ASUS,0.0,116000.0,ryzen,8gb,512gb,"14""",
asus f415 i3,ASUS,0.0,55000.0,i3,4gb,256ssd,"14""",11th
dell vostro 3510,Dell,0.0,107999.0,intel,8gb,512gb,"15.6""",11th
dell alienware m15,Dell,0.0,360000.0,m1,2gb,1tb,"15.6""",
dell inspiron 3511,Dell,0.0,64000.0,i3,4gb,256gb,"15.6""",11th
acer nitro 5,Acer,0.0,170000.0,amd,6gb,512 ssd,"15.6""",
asus vivobook 14,ASUS,0.0,65000.0,i3,4gb,256gb,"14""",11th
dell inspirion 3501,Dell,0.0,99750.0,i5,8gb,512gb,15.6',11th
acer nitro 5,Acer,0.0,107000.0,i5,8gb,512gb,"15.6""",11th
asus vivobook 15,ASUS,0.0,105000.0,i5,8gb,512gb,"15.6""",11th
hp notebook 14fq1051au,HP,0.0,59849.0,ryzen,4gb,256gb,"14""",
lenovo ip 1,Lenovo,0.0,42500.0,other,8 gb,128 gb,"14""",
hp 14 |core,HP,0.0,64000.0,i3,8gb,256gb,,11th
asus rog zephyrus,ASUS,0.0,337555.0,ryzen,,,,
dell g55510 gaming,Dell,0.0,112000.0,intel,8gb,256gb,"15.6""",510th
asus tuf f15,ASUS,0.0,157000.0,i7,6gb,512gb,"15.6""",10th
lenovo slim 7,Lenovo,0.0,115000.0,i5,8gb,512gb,"14""",10th
hp notebook 14fq1051au,HP,0.0,65000.0,ryzen,,,,
dell latitude 3410,Dell,0.0,62000.0,i3,4gb,1tb,"14""",10th
acer aspire 5,Acer,0.0,65000.0,i3,4gb,128ssd,"15.6""",10th
dell g3 g3590,Dell,0.0,156000.0,i7,6gb,256gb,"15.6""",9th
dell vostro 3400,Dell,0.0,75000.0,i5,8 gb,256 gb,"14 """,11 gen
acer predator helios,Acer,0.0,176800.0,intel,6gb,512 ssd,15.6,
hp 14 fq0110,HP,0.0,58000.0,ryzen,4gb,256gb,"14""",
dell g5 15,Dell,0.0,188000.0,i7,6gb,1tb,"15.6""",10th
lenovo legion 5,Lenovo,0.0,196500.0,ryzen,6gb,512gb,,
hp envy 13,HP,0.0,130000.0,i7,8gb,512 gb,13.3,11th
apple macbook air,Apple,0.0,191500.0,m2,8gb,256gb,,
lenovo ideapad 1,Lenovo,0.0,43000.0,amd,4gb,128gb,"14""",
lenovo slim 7,Lenovo,0.0,105000.0,i5,8gb,256gb,"14""",10th
asus rog zephyrus,ASUS,0.0,339000.0,m1,2gb,1tb,"16""",11th
hp victus 15,HP,0.0,104500.0,i5,8 gb,512 gb,15.6,12 gen
dell vostro 3510,Dell,0.0,83000.0,i5,8gb,512gb,"15.6""",11th
asus x415 intel,ASUS,0.0,86000.0,intel,8gb,256gb,"14""",511th
dell inspiron 3511,Dell,0.0,84000.0,i5,8gb,256gb,,10th
dell g5 15,Dell,0.0,210000.0,i7,6gb,1tb,"15.6""",10th
acer aspire 5,Acer,0.0,82000.0,ryzen,8gb,256gb,"15.6""",
hp laptop 14sdq2555tu,Dell,0.0,97650.0,intel,8 gb,512 gb,"14""",
lenovo ideapad 5,Lenovo,0.0,95000.0,i5,8gb,512gb,"15.6""",11th
asus rog strix,ASUS,0.0,255000.0,ryzen,6gb,1tb,"15.6""",
acer aspire 5,Acer,0.0,71000.0,i5,4gb,1tb,"15.6""",11th
acer aspire 3,Acer,0.0,74000.0,i5,4gb,1tb,"15.6""",10th
asus vivobook 14,ASUS,0.0,104000.0,i5,8gb,512gb,"14""",12th
dell vostro 3500,Dell,0.0,110000.0,i7,8gb,512gb,"15.6""",11th
hp pavilion 14,HP,0.0,100800.0,i5,8gb,256gb,,10th
acer aspire 5,Acer,0.0,112000.0,i7,8gb,512gb,"14""",11th
hp envy 13,HP,0.0,142500.0,amd,8gb,512gb,,
dell inspiron 3501,Dell,0.0,85000.0,intel,,,,11th
dell inspiron 3511,Dell,0.0,95000.0,i5,8gb,512gb,,11th
asus vivobook x415ma,ASUS,0.0,49300.0,other,4gb,256gb,"14""",
acer nitro 5,Acer,0.0,133875.0,amd,8gb,512gb,"15.6""",
acer swift 3,Acer,0.0,88000.0,ryzen,8gb,256gb,"14""",
asus vivobook 14,ASUS,0.0,65000.0,i3,4gb,256gb,"14""",11th
"asus x515ep (11th,",ASUS,0.0,102222.0,i5,2 gb,512 gb,"15.6""",11th
katana gf66 11uc,MSI,0.0,174000.0,other,,,,
dell latitude 3430,Dell,0.0,164800.0,i7,8gb,512gb,,12th
asus zenbook 13,ASUS,0.0,162000.0,i7,6gb,512gb,"13.3""",11th
hp pavilion 15eh1070,HP,0.0,114450.0,ryzen,8gb,512gb,"15.6""",
inspiron 15 5593,Dell,0.0,88725.0,i5,4gb,128gb,,
acer aspire 5,Acer,0.0,82000.0,ryzen,8gb,256gb,"15.6""",
lenovo flex 5,Lenovo,3.0,62000.0,i3,4gb,128gb,14',11th
acer swift 3,Acer,0.0,88000.0,intel,2gb,512gb,,11th
dell inspiron 15,Dell,0.0,87900.0,i5,8gb,1tb,,
asus rog strix,ASUS,0.0,197000.0,ryzen,6gb,512gb,"15.6""",
acer nitro 5,Acer,0.0,131500.0,ryzen,8gb,512gb,15.6,
acer aspire vero,Acer,0.0,95000.0,i5,6gb,512gb,"15.6""",11th
lenovo legion 5,Lenovo,0.0,215000.0,amd,6gb,512gb,,
acer aspire 5,Acer,0.0,67000.0,i3,4gb,256gb,"15.6""",12th
acer aspire vero,Acer,0.0,107000.0,i7,6gb,512gb,"15.6""",11th
dell vostro 3510,Dell,0.0,114000.0,i7,8gb,512gb,"15.6""",11th
dell laptop vostro,Dell,0.0,70000.0,i3,8gb,256 gb,"15 """,11 gen
hp15ef2126wm amd ryzen,HP,0.0,78000.0,amd,8gb,256gb,,
dell latitude 3410,Dell,0.0,62000.0,i3,4gb,1tb,"14""",10th
dell inspiron 3511,Dell,0.0,59000.0,i3,4gb,256gb,"15.6""",11gen
asus vivobook 14,ASUS,0.0,63000.0,i3,4gb,256gb,"14""",10th
"dell inspiron 14ryzen7_5700series14""",Dell,0.0,133900.0,ryzen,,,"14""",
asus tuf dash,ASUS,0.0,196000.0,i7,6gb,1tb,"15.6""",11th
acer aspire 5,Acer,0.0,77000.0,i5,4gb,1tb,"15.6""",11th
asus vivobook flip,ASUS,0.0,120000.0,i5,8gb,512gb,"14""",11th
hp pavilion 15,HP,0.0,120000.0,i5,8gb,512gb,15.6,10th
creator z16 a11uet,No Brand,0.0,271000.0,other,6gb,,,
lenovo ideapad 3,Lenovo,0.0,78000.0,i5,4gb,1tb,,510th
acer predator helios,Acer,0.0,189999.0,other,,,"15.6""",
asus rog strix,ASUS,0.0,361000.0,ryzen,2gb,1tb,"15.6""",
"asus laptop,14 ''",ASUS,0.0,49000.0,other,4gb,256gb,14 ',
asus vivobook 14,ASUS,0.0,108000.0,ryzen,8gb,512gb,"14""",
dell g5 2021,Dell,0.0,118000.0,i5,8gb,256gb,15.6,10th
asus zenbook 14,ASUS,0.0,142000.0,ryzen,6gb,512gb,14',
lenovo flex 14,Lenovo,0.0,99000.0,i5,6gb,512gb,"14""",
ryzen 33250uhp14/ 8gb,HP,0.0,65000.0,ryzen,8gb,256gb,,
asus x415 intel,ASUS,0.0,90000.0,intel,8gb,256gb,"14""",511th
acer nitro 5,Acer,0.0,120000.0,amd,8gb,256gb,"15.6""",
asus rog strix,ASUS,0.0,208000.0,ryzen,,,,
lenovo flex 5,Lenovo,0.0,60000.0,ryzen,4gb,128gb,"14""",
microsoft surface 3,Microsoft,0.0,230500.0,i7,6gb,256gb,"13.5""",7gen
prepredator acer predator,Acer,0.0,194000.0,intel,6gb,512 ssd,15.6,
asus vivobook x515ja,ASUS,0.0,115000.0,i7,8gb,512gb,"14""",10th
dell latitude 5000,Dell,0.0,165000.0,intel,6gb,512gb,"14""",12th
dell inspiron 5415,Dell,0.0,95000.0,ryzen,8gb,256gb,"14""",
asus vivobook x515ea,ASUS,0.0,67000.0,i3,4gb,256 gb,15.6,11th
asus rog strix,ASUS,0.0,353888.0,ryzen,,,,
laptop acer nitro5,Acer,0.0,125000.0,amd,8gb,1tb,,
dell inspiron 15,Dell,0.0,94900.0,i5,,,,
asus vivobook 14i311_gen14,ASUS,0.0,77500.0,i3,,,"14 """,
acer spin sp31351n,Acer,0.0,143000.0,intel,8gb,,,11th
acer travelmate 21553,Acer,0.0,94900.0,i5,8 gb,,,11th
asus zenbook 14,ASUS,0.0,153000.0,i5,8gb,512gb,"14""",11th
asus zenbook flip,ASUS,0.0,146000.0,i5,6gb,512gb,"13.3""",11th
acer aspire fun,Acer,0.0,98000.0,i5,6gb,512gb,"14""",11th
acer aspire 5,Acer,0.0,97000.0,ryzen,8gb,256gb,"15.6""",
asus rog zephyrus,ASUS,0.0,494000.0,amd,2gb,1tb,"15.6""",
acer aspire 5,Acer,0.0,112000.0,i7,8gb,512gb,"14""",11th
"apple macbook pro13""",Apple,0.0,190000.0,m2,6gb,256gb,"13""",
asus rog strix,ASUS,0.0,410000.0,ryzen,6gb,1tb,"15.6""",
dell vostro3515 ryzen,Dell,0.0,51500.0,ryzen,4gb,128gb,"15.6""",
acer aspire 5,Acer,0.0,82000.0,ryzen,8gb,256gb,"15.6""",
/intel core i311th,ASUS,0.0,66000.0,intel,4gb,256gb,"15.6""",311th
acer spin 3,Acer,0.0,100000.0,i5,8gb,256gb,,10th
dell inspiron 3511,Dell,0.0,84550.0,i5,8gb,512gb,"15.6""",11th
dell vostro 3401,Dell,0.0,62000.0,i3,8gb,256gb,"14""",11th
dell inspirion 3501,Dell,4.0,94000.0,i5,,,,11th
asus vivobook s15,ASUS,0.0,141000.0,i7,6gb,512gb,"15.6""",11th
"dell laptop,14 ''",Dell,0.0,59000.0,other,4gb,256 gb,14 ',
dell xps 13,Dell,0.0,215000.0,i7,6gb,512gb,13.3',11th
asus vivobook 15,ASUS,0.0,128100.0,i7,8gb,512gb,"15.6""",10th
asus tuf gaming,ASUS,0.0,172000.0,i7,6gb,512gb,"15.6""",711th
dell inspirion 3505,Dell,0.0,89000.0,ryzen,8gb,256gb,"15.6""",
acer aspire 5,Acer,0.0,71000.0,i5,4gb,1tb,"15.6""",11th
dell inspiron 5410,Dell,0.0,163000.0,i7,2gb,512gb,"14""",11th
hp pavilion x360,HP,0.0,97999.0,i5,8gb,256gb,"14 """,
dell inspiron 15,Dell,0.0,100900.0,intel,8gb,,,11th
acer nitro5 intel,Acer,0.0,169900.0,intel,8gb,,,11th
dell alienware m15,Dell,0.0,240000.0,m1,6gb,512gb,"15.6""",11gen
lenovo ideapad flex,Lenovo,0.0,105700.0,i5,6gb,512gb,2.4,10 gen
acer aspire 5,Acer,0.0,90000.0,i5,8gb,256gb,"14""",11th
dell xps 13,Dell,0.0,200000.0,i7,6gb,512gb,13.3',10 gen
hp 240 g7,HP,0.0,69400.0,i3,,,,10th
asus rog zephyrus,ASUS,0.0,339000.0,m1,2gb,1tb,"16""",11th
laptop acer i7,Acer,0.0,210000.0,i7,6gb,,,12th
acer swift 3,Acer,0.0,95000.0,i5,8gb,512gb,"14""",11th
dell laptop vostro,Dell,0.0,66000.0,i3,4gb,1tb,"15 """,11 gen
asus rog strix,ASUS,0.0,144000.0,i7,8gb,512gb,"15.6""",
"dell laptop,14 ''",Dell,0.0,54000.0,other,4gb,1 tb,14 ',
asus laptop 15,ASUS,0.0,69500.0,other,,,,
dell inspiron 3505,Dell,0.0,98000.0,ryzen,8gb,512gb,"15.6""",
dell vostro 3400,Dell,0.0,91000.0,i5,8gb,256gb,"14""",11th
lenovo thinkpad l14,Lenovo,0.0,170999.0,i5,6gb,512gb,"14""",12th
dell inspiron 3511,Dell,0.0,84900.0,intel,8gb,512gb,"15.6""",11th
asus tuf gaming,ASUS,0.0,120000.0,intel,8gb,512gb,,510th
hp 15sdu2101tu 15.6,HP,0.0,83000.0,intel,8gb,1tb,15.6,10th
dell inspiron 15,Dell,0.0,78990.0,i5,8gb,512gb,,11th
dell vostro 3510,Dell,0.0,61990.0,i3,8gb,256gb,"15.6""",11th
dell inspiron 3511,Dell,0.0,61200.0,i3,8gb,256gb,"15.6""",11th
asus vivobook flip,ASUS,0.0,138800.0,ryzen,6gb,512gb,"14""",
lenovo ideapad flex,Lenovo,0.0,61500.0,i3,4 gb,128 gb,"14""",11th
asus rog strix,ASUS,0.0,181000.0,ryzen,,,,
asus zenbook flip,ASUS,0.0,175000.0,i7,6gb,512gb,"13.3""",11th
"asus laptop,14 ''",ASUS,0.0,82500.0,i5,4gb,256gb,14 ',
msi creator z16,MSI,0.0,292000.0,other,,,,
dell inspiron 3501,Dell,0.0,115000.0,other,,,,
asus rog strix,ASUS,0.0,288000.0,ryzen,6gb,1tb,"15.6""",
acer predator triton,Acer,0.0,198990.0,i7,6gb,512gb,,10th
acer aspire 5,Acer,0.0,95000.0,i5,8gb,512gb,"15.6""",11th
dell inspiron 3501,Dell,0.0,78000.0,i5,8gb,256gb,15.6,11th
"dell laptop,15 ''",Dell,0.0,83700.0,other,8 gb,512 gb,15 ',
asus tuf dash,ASUS,0.0,205000.0,i7,6gb,512gb,"15.6""",11th
hp victus 16,HP,0.0,185000.0,i7,6gb,512gb,"16.1""",
dell laptop vostro,Dell,0.0,63000.0,i3,4gb,1tb,"15 """,11 gen
asus vivobook flip,ASUS,0.0,116000.0,ryzen,8gb,512gb,"14""",
asus rog strix,ASUS,0.0,300000.0,i9,6 gb,512 gb,,
acer swift 3x,Acer,0.0,148000.0,i7,4gb,1tb,"14""",11th
acer aspire 5,Acer,0.0,118000.0,i7,6gb,512gb,"15.6""",11th
acer aspire 5,Acer,0.0,95000.0,i5,8gb,512gb,"15.6""",11th
asus zenbook pro,ASUS,0.0,488000.0,i9,2gb,1tb,"15.6""",10th
msi katana gf66,MSI,0.0,167040.0,i5,,,,
"dell inspiron 14i511gen14""",Dell,0.0,157900.0,i5,,,"14""",511gen
dell laptop vostro,Dell,0.0,88000.0,i5,8gb,256 gb,"15 """,11 gen
dell inspirion 3501,Dell,0.0,96600.0,i5,8gb,512gb,"15.6""",11th
asus rog strix,ASUS,0.0,194000.0,ryzen,6gb,512gb,"15.6""",
dell vostro 3400,Dell,0.0,72000.0,i5,8gb,256gb,,11th
hp pavilion 14dv0010,HP,0.0,93000.0,i5,8gb,256gb,"14""",11th
asus tuf gaming,ASUS,0.0,184000.0,i7,,,,711th
lenovo legion 5,Lenovo,0.0,210000.0,ryzen,6gb,512gb,,
asus tuf f15,ASUS,0.0,121000.0,i5,8gb,512gb,"15.6""",10th
lenovo ideapad l34015api,Lenovo,0.0,62000.0,amd,4gb,1tb,15.6,
lenovo legion 5,Lenovo,0.0,120000.0,ryzen,8gb,256gb,15.6',
dell inspiron 15,Dell,0.0,80900.0,ryzen,,,,
dell inspiron 15,Dell,0.0,72900.0,intel,4gb,1tb,,11th
asus vivobook s13,ASUS,0.0,105000.0,i5,8gb,512gb,13.3,11th
dell inspiron 3511,Dell,0.0,88000.0,other,,,,
acer nitro 5,Acer,0.0,150000.0,i7,8gb,512gb,"15.6""",10th
asus vivobook e410ma,ASUS,0.0,49000.0,other,4gb,256gb,"14""",
dell inspiron 3511,Dell,0.0,93000.0,i5,8gb,512gb,"15.6""",11th
dell inspiron 3511,Dell,0.0,90000.0,intel,8gb,512gb,"15.6""",11th
msi gp66 leopard11ue,MSI,0.0,262500.0,other,,,,
acer swift 3,Acer,0.0,86000.0,ryzen,8gb,256gb,"14""",
acer laptop spin,Acer,0.0,169500.0,i7,,,,
dell inspirion 3501,Dell,0.0,89990.0,i5,4gb,1tb,"15.6""",11th
acer spin 3,Acer,0.0,118000.0,i5,8gb,512gb,"14""",11th
acer swift 3,Acer,0.0,94000.0,ryzen,8gb,512gb,"14""",
dell vostro 3510,Dell,0.0,82000.0,i5,8gb,256gb,"15.6""",11th
acer aspire 5,Acer,0.0,90000.0,i5,8gb,256gb,"14""",11th
acer aspire 5,Acer,0.0,107000.0,i7,8gb,1tb,"15.6""",11th
acer aspire 5,Acer,0.0,92000.0,i5,8gb,256gb,"15.6""",12th
asus rog strix,ASUS,0.0,295000.0,i9,6 gb,512 gb,15.6,
summit e16 flip,No Brand,0.0,260000.0,other,4gb,,,
dell inspiron 3511,Dell,0.0,119500.0,i7,8gb,512gb,15.6,11th
dell inspiron 14,Dell,0.0,72500.0,intel,8gb,256 gb,"14""",10th
"dell laptop,14 ''",Dell,0.0,97000.0,other,8gb,512 gb,14 ',
dell latitude 3420,Dell,0.0,81000.0,i5,4gb,1tb,"14""",11th
acer nitro 5,Acer,0.0,165000.0,intel,8gb,512 ssd,"15.6""",10th
dell inspiron 3501,Dell,0.0,60800.0,i3,4 gb,256 ssd,"15.6""",11th
acer swift342r8r5 amd,Acer,0.0,88000.0,amd,8gb,512gb,"14""",
asus rog zephyrus,ASUS,0.0,390000.0,m1,2gb,1tb,"16""",12th
acer aspire 5,Acer,0.0,107000.0,i7,8gb,1tb,"15.6""",11th
asus rog zephyrus,ASUS,0.0,201443.0,ryzen,,,,
dell inspiron 15,Dell,0.0,64500.0,i3,4gb,256ssd,,
acer swift 2021,Acer,0.0,125000.0,i7,8gb,512gb,"13.3""",11th
hp 255 g8,HP,0.0,90000.0,ryzen,8 gb,512 ssd,15.6,
acer nitro 5,Acer,0.0,110500.0,i5,8gb,256gb,,10th
laptop acer aspire,Acer,0.0,75000.0,i5,4gb,1tb,,10th
msi modern 15,MSI,0.0,118000.0,other,,,,
lenovo thinkpad l13/,Lenovo,0.0,121999.0,i5,8gb,,"13.3""",11th
dell inspiron 15,Dell,0.0,107900.0,i5,8gb,512ssd,,
dell vostro 3401,Dell,0.0,60000.0,i3,4gb,1tb,"14""",10th
hp notebook 14ce3056tx,HP,0.0,89000.0,i5,4gb,1tb,"14""",10th
microsoft surface laptop,Microsoft,0.0,258800.0,intel,6gb,512gb,13.5,
