name,brandName,ratingScore,description,price
"Asus Vivobook X515Ja I7 10Th Gen/ 8Gb Ram/ 512Gb Ssd / Backlight Keyboard 14"" Fhd",ASUS,0,[],115000.00
"Asus Vivobook 15 X513EA Intel Core i3, 11th Gen ,256 SSD , 4 GB Ram , 15.6 Fhd Display , Grey Color, Windows 10 64-BIT",ASUS,0,[],56000.00
"Acer Nitro 5 2020 i7 10TH GEN / RTX 3060 / 512GB SSD / 8GB RAM/ 15.6"" FHD 144hz",Acer,0,[],165000.00
HP Envy 13 | Core i5 | 10th Gen | 8GB RAM | 256 GB SSD | 13.3” FHD Display,HP,0,"['Processor: Intel Core i5 (up to 4.2 GHz with Intel&reg; Turbo Boost Technology, 8 MB L3 cache, 4 cores)', 'RAM: 8GB DDR4-3200 SDRAM (onboard)', 'Hard disk:256GB  SSD', 'Graphic: Intel Iris Xe Graphics (Integrated)No discrete graphics', 'Display: 13.3&quot; diagonal, FHD (1920 x 1080 pixels), IPS, edge-to-edge glass, micro-edge, BrightView, 400 nits, 100% sRGB', 'Audio: Stereo speaker ', 'Keyboard: Full-size island-style backlit keyboard', 'Microphone: Built-in array microphone', 'Webcam: HP Wide Vision HD Camera with dual array digital microphone ', 'Network:Wi-Fi 6 (ax), Bluetooth 5.1', 'Battery: 3-cell, 51 Wh Li-ion polymer', 'Port: 1x Thunderbolt&trade; 4 with USB4&trade; Type-C&reg; 40Gbps signaling rate (USB Power Delivery, DisplayPort&trade; 1.4, HP Sleep and Charge); 1 xSuperSpeed USB Type-C&reg; 5Gbps signaling rate; 1 xSuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 xAC smart pin; 1 xheadphone/microphone combo', 'Minimum dimensions (WxHxD):30.65 x 19.46 x 1.69 cm', 'Weight:  1.3 Kg', 'Inside Box content: 1x Laptop. 1x User manual and 1x Power Adaptor']",110000.00
HP-14-fq0013dx Ryzen 3-3250U/4GB RAM/256GB SSD/14″,HP,0,[],56000.00
"Acer Aspire 3 Core I5 10Th Gen / 4GB RAM / 1TB HDD / 15.6"" HD Display",Acer,0,"['Processor:Intel Core i5-1035G1 processor with Max Turbo upto 3.60  Ghz', 'Memory: 8 GB of DDR4 system memory, Upgradable up to 12 GB', 'Display: 15.6"" Full HD 1920 x 1080, high-brightness Acer ComfyView  LEDbacklit TFT LCD', 'Storage : 1 TB 2.5-inch 5400 RPM', 'OS : Windows 10 Home 64-bit', 'Graphics :Intel UHD Graphics', 'Weight : 1.9 Kg, Battery : Upto 9.5 hours']",74000.00
Dell Inspiron 7490 I5 10th Gen / 8GB RAM / 256GB SSD / 14'' FHD Touch Display,Dell,0,"['CPU:  10th Generation Intel Core i5-10210U Processor (6MB Cache, up to 4.2  GHz)', 'RAM: 8GB, onboard, LPDDR3, 2133MHz', 'Graphics: Intel UHD Graphics 620 with shared graphics memory', 'Display: 14.0-inch Full-HD (1920 x 1080 pixels) TrueLife Touch 300 nits  100% sRGB Wide Viewing Angle Display w/Gorilla Glass', 'Connections: 1x 3.5 mm Headphone/Microphone combination jack | 2x USB 3.1  Gen 1 | 1x Thunderbolt™ 3 (DP/Power Delivery) Type-C™ | 1x HDMI 2.0 out', 'Networking: 802.11a/b/g + Bluetooth 5, Dual Band 2.4&5 GHz, 1x1', 'Storage: 256GB SSD', 'Height: 14.9 – 17.96 mm (0.59"" – 0.71"") | Width: 319.77 mm  (12.59"") | Depth: 205.93 mm (8.11"")', 'Battery: 4-cell ""smart"" lithium-ion (52 WHr)', 'Camera Webcam: HD RGB camera', 'Weight: 1.21 kg', 'Audio: (2) tuned speakers, audio processing by Waves MaxxAudio® Pro | (1)  combo headphone/microphone jack']",118000.00
"Asus ROG Strix G15 2021 G513IE Ryzen 7 4800H / RTX 3050TI / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display",ASUS,0,[],194000.00
"Dell Vostro 7500 I7 10th Gen / GTX 1650ti Graphics Card / 16GB RAM / 1TB SSD / 15.6"" FHD Display / 97Whr Battery",Dell,0,[],175000.00
"Dell Inspiron 3505 Ryzen 7 3700U / 8GB RAM / 512GB SSD / Vega 8/ 15.6"" FHD display",Dell,0,[],98000.00
"ASUS ZenBook Flip 13 UX363EA i7 11th Gen / 16GB RAM / 512GB SSD / Magic NumPad / Stylus / 13.3"" OLED FHD 360-degree Touchscreen Display",ASUS,0,[],176000.00
Dell 14 Inspiron 7306/I5-1135G7/13.3â³ FHD Display / Touch/8 GB Ram/ 512 GB SSD,Dell,0,[],110000.00
"Asus VivoBook 14-14""FHD-DUAL_CORE-INTEL_CELERON",ASUS,0,[],56500.00
Dell Latitude 3420 i5 11th Gen / 8GB RAM / 256 SSD / 14″ HD Display / 3 Years Warranty with OS,Dell,0,['Brand New Laptop'],120000.00
"Lenovo Thinkpad L14 Gen 2 Core i5 11th Gen/ 8GB /512 NVme/14"" FHD/Backlit keyboard/Win 10 Pro",Lenovo,0,['Brand New Laptop'],145000.00
"Lenovo3 15IML05 Core i5 10th Gen/512 GB SSD/12GB RAM/15.6"" Touchscreen/win 10",Lenovo,0,"['\xa0', '15.6-inch\xa0(1366 x 768)\xa0TN\xa0Touchscreen Display', 'Intel Core i5-10210U Processor (Quad-Core, 1.6GHz, 6MB Cache)', '8GB\xa0DDR4 System Memory', '256GB\xa0\xa0Solid State Drive (SSD)', 'Integrated\xa0Intel UHD Graphics', 'No Optical Drive', '2 x USB 3.0, 1 x USB 2.0, 1 x HDMI', 'Standard Keyboard and Touchpad', '1MP Webcam and Integrated Microphone', 'No Ethernet, IEEE 802.11ac and Bluetooth 5.0', '3-cell\xa0Lithium-Polymer Battery with up to 9 hours of use', 'Operating System: Microsoft Windows 10\xa0Home', '14.26"" x 9.98"" x 0.78"" (HxWxD);\xa03.8lbs', 'Energy Star Compliant, Silver EPEAT', 'color available abyss blue', 'Brand New Laptop']",78000.00
"Asus VivoBook E510 Celeron 10th Gen / 4GB RAM / 256GB SSD / 15.6"" Display",ASUS,0,[],49400.00
"Dell Inspirion 3501 I5 11th Gen / 8GB RAM / 512GB SSD / Nvidia MX330 2GB / 15.6"" FHD Display",Dell,0,"['CPU:  11th Generation Intel Core i5-1135G7 Processor (8MB Cache, up to 4.2  GHz)', 'Graphics: NVIDIA GeForce MX330 with 2GB GDDR5 graphics memory', 'Memory: 8GB DDR4, 2666MHz | Expandable up to 16GB', 'Display: 15.6-inch Full-HD (1920 x 1080 pixels) Anti-glare LED Backlight  Non-touch Narrow Border WVA Display', 'Connections: 1 USB 2.0 | 1 USB 3.2 Gen 1 Type-C (Optional with discrete  graphics) | 1 HDMI 1.4 | 1 Ethernet RJ-45 | 2 USB 3.2 Gen 1 Type-A | 1  Headset Jack', 'Networking: 802.11ac + wifi', 'Storage: 512GB SSD', 'Front Height: 18.0 mm (0.71"")', 'Rear Height: 19.0 mm (0.78"")', 'Width: 363.96 mm (14.33"")', 'Depth: 249.0 mm (9.8"")', 'Battery: 3-Cell 42 Watt-Hours Integrated', 'Camera Webcam: 720p', 'Weight: 1.84kg', 'Audio: 2 tuned speakers with Waves MaxxAudio Pro 1 combo  headphone/microphone jack']",93000.00
"Acer Swift 3 2020 Ryzen 5 4500U / AMD VEGA 8 / 16GB RAM / 512GB SSD / 14"" FHD Display",Acer,0,[],100000.00
Asus ZenBook 14 UX425EA I5,ASUS,0,[],133000.00
Dell XPS 13 9305 2021 i7 11th Gen / 16GB RAM / 512GB SSD / 13.3'' FHD Display,Dell,0,[],215000.00
"Acer Nitro 5 2021 Intel i5 10Th Gen / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz display",Acer,0,[],150000.00
Dell Inspiron 15  intel i5 11th gen 8GB RAM 1TB,Dell,0,[],98900.00
Acer Nitro 5 i5 10TH GEN 8GB RAM 512GB SSD GTX 1650 144Hz,Acer,0,['Brand New Laptop'],117000.00
"Creator Z16A11UET, 11th Gen. Intel® Core™ i7- 11800H, 8 Core 16 Threats, 2.5GHz ~ 4.90HGz Processor, 16” QHD+ (2560 x 1600), 120Hz, IPS-Level, Thin Bazel Design, 100% DCI-P3(Typical ) Wide color gamunt, True Color per unit factory callibration Delta-E<",MSI,0,['Brand New Laptop'],292500.00
Laptop  Dell Inspiron 3501,Dell,0,['Brand New Laptop'],83000.00
"Acer Aspire 3 14 Ryzen 5 3500 / 8GB RAM / 256GB SSD / 14"" HD Display",Acer,0,[],70000.00
"Asus VivoBook 14 M413IA Ryzen 7 4700U / 8GB RAM / 512GB SSD / 14"" FHD Display",ASUS,0,[],108000.00
"Lenovo IdeaPad 3i Intel Core i3 11th Gen I 4GB RAM I 128GB SSD I Iris Xe Graphics I 15.6"" FHD Laptop",Lenovo,0,[],54000.00
Dell Inspiron 15 3501 i5 1135G7,Dell,0,[],88900.00
Dell Inspirion 3501 i5 11th Gen  8GB RAM  512GB SSD  Nvidia MX330 2GB  15.6″ FHD Display,Dell,0,"['Dell Inspirion 3501 with 11th Generation Intel Core i5-1135G7 Processor.', '8GB DDR4 RAM (Expandable up to 16GB), 512GB SSD Storage (Additional HDD slot available for storage expansion)', '15.6-inch IPS display with Full-HD (1920 x 1080 pixels) resolution.', '42-WattHour battery.', '\xa0Nvidia MX330 2GB Graphic.', '1.84KG Weight, 0.71-inch thickness, Dual speakers tuned with Waves MaxxAudio, Comes with 1-year warranty.', 'Brand New Laptop']",92000.00
"Asus TUF Dash F15 FX516PR I7 11th Gen / RTX 3070 / 16GB RAM / 1TB SSD / 15.6"" FHD 240Hz Display",ASUS,0,"['CPU:  Intel Core i7-11370H processor; 4 cores (12M Cache, up to 4.8GHz); 3.3 GHz', 'Gaming Series: FA series', 'Graphics: NVIDIA GeForce RTX 3070 Laptop GPU, With ROG Boost up to 1390MHz  at 80W (85W with Dynamic Boost), 8GB GDDR6 VRAM', 'Memory: 16GB DDR4 3200 MHz SDRAM, 8GB On-Borad Max 32GB', 'Display: 15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution;  240Hz refresh rate with Adaptive Sync; 16:9 aspect ratio; sRGB: 100%, Adobe  RGB: 75.35%, Refresh Rate: 240Hz, Pantone Validated: N/A', 'Connections: 1x 3.5mm Combo Audio Jack | 1x HDMI 2.0b | 3x USB 3.2 Gen 1  Type-A | 1x RJ45 LAN port | 1x Type C USB 4 support DisplayPort / power  delivery / Thunderbolt 4', 'Networking: Wi-Fi 6(802.11ax)+Bluetooth 5.1 (Dual band) 2*2; (*BT version  may change with OS upgrades.)', 'Storage: 1TB M.2 NVMe PCIe 3.0 SSD', 'Size: Height x width x depth : 36.0 x 25.2 x 1.99 ~ 1.99 cm (14.17"" x  9.92"" x 0.78"" ~ 0.78"")', 'Battery: 76WHrs, 4S1P, 4-cell Li-ion', 'Camera Webcam: N/A', 'Weight: 2.0 KG', 'Audio: DTS software | Built-in array microphone | 2x 2W speaker']",278000.00
Lenovo IdeaPad (slim) 3 Intel Celeron N4020 4GB RAM 256GB SSD 15.6″ HD,Lenovo,0,[],59990.00
Lenovo Celeron 4GB 128 GB 14'',Lenovo,0,[],39500.00
"Asus Vivo Book Core i7 1065G7 8GBRAM 256GB SSD 14"" Windows 10",ASUS,0,"['Processor: Core i7 1065G7; ', 'Model: Vivo Book; ', 'RAM: 8GB; ', 'ROM: 256GB SSD; ', 'OS: Windows 10; ', 'Finger Print Reader:Yes', 'Brand New Laptop']",102000.00
Dell Latitude 3420 i5 11th Gen / 8GB RAM / 1TB HDD / 14″ HD Display / 3years Warranty,Dell,0,['Brand New Laptop'],95000.00
Acer TravelMate 214-53 i5 11th gen 8gb RAM,Acer,0,[],97500.00
"Acer Laptop,15 '' Inch,8 GB,256 GB,12 GEN",Acer,0,"['Acer Aspire 3', 'I5', '8 GB', ' 256 GB SSD', '12 GEN', ""15'' Inch"", 'Black Colour']",90500.00
"Asus ZenBook 14 UX425EA I7 11th Gen / 16GB RAM / 512GB SSD / Magic NumPad / 13.3"" FHD Display",ASUS,0,"['CPU:  Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4  cores)', 'Graphics: Intel Iris Plus Graphics', 'Memory: 16GB LPDDR4X on board, Memory', 'Display: 14” Full HD (1920 x 1080 pixels), 16:9 aspect, anti-glare screen,  300nits brightness display | Four-sided frameless NanoEdge design with 90%  screen-to-body ratio | 2.5mm-thin side bezel and 10.9mm bottom bezel1 |  IPS-level wide-view technology', 'Connections: 1x USB 3.2 Gen 1 Type-A | 2x Thunderbolt™ 4 supports display /  power delivery | 1x HDMI 2.0b | Micro SD card reader', 'Networking:Intel WiFi 6 with Gig+ performance (802.11ax)', 'Bluetooth: Bluetooth 5.0', 'Storage: 512GB PCIe Gen3 SSD', 'Height: 1.39cm (0.54 inches)', 'Width: 31.9cm (12.5 inches)', 'Depth: 20.8cm (8.18 inches)', 'Battery: 67 Wh Polymer Battery 22 Hours battery life', 'camera webcam: 3D IR HD Camera', 'Weight: 1.13Kg', 'Keyboard: Edge-to-edge design, full-size backlit, with 1.4mm key travel', 'Touchpad / NumberPad2: Glass-covered; intelligent palm-rejection |  Precision Touchpad (PTP) technology supports up to four-finger smart gestures  | Please note that all versions of NumberPad only work with the Microsoft  Windows operating system', 'Audio: ASUS SonicMaster stereo audio system with surround-sound; smart  amplifier for maximum audio performance | Array microphone with Cortana and  Alexa voice-recognition support | Certified by Harman Kardon']",154000.00
"Dell Inspiron 3505 Ryzen 7 3700U / 8GB RAM / 512GB SSD / Vega 8/ 15.6"" FHD Display",Dell,0,"['CPU:  AMD Ryzen 7 3700U Mobile Processor with Radeon Vega 8 Graphics', 'Graphics: AMD Radeon Vega Graphics', 'Memory: 8GB, DDR4, 2666MHz | Expandable up to 16GB', 'Display: 15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution;  Anti-glare LED Backlight Non-touch Narrow Border WVA Display', 'Connections: 1 USB 2.0 | 1 USB 3.2 Gen 1 Type-C (Optional with discrete  graphics) | 1 HDMI 1.4 | 1 Ethernet RJ-45 | 2 USB 3.2 Gen 1 Type-A | 1  Headset Jack', 'Networking: 802.11ac + wifi', 'Storage: 512 SSD; Additional HDD slot available', 'Front Height: 18.0 mm (0.71"")', 'Rear Height: 19.0 mm (0.78"")', 'Width: 363.96 mm (14.33"")', 'Depth: 249.0 mm (9.8"")', 'Depth: 9.43"" (239.50 mm)', 'Battery: 3-Cell 42 Watt-Hours Integrated', 'Camera Webcam: 720p', 'Weight: 1.78kg', 'Audio: 2 tuned speakers with Waves MaxxAudio Pro 1 combo  headphone/microphone jack']",98000.00
"Dell Inspiron 5310 I5 11th Gen / 8GB RAM / 512GB SSD / 13.3"" FHD Display",Dell,0,[],117000.00
"Asus Vivobook 15 X515Ep - 11Th, I5, 8, 512 Gb, 15.6"" Fhd, Nvidia 2 Gb Mx330, Genuine Windows 10, Type C, 2 Years, Backlit Keyboard, Fingerprint, Backpack, Mouse, Grey, Fast Charge, Anti-Glare",ASUS,0,[],102000.00
Asus Vivobook 14 X415EA - i3 1115G4  4GB  256SSD  Intel UHD  FHD TN,ASUS,0,[],68800.00
Asus TUF F15 i5 10th Gen  GTX 1650  8 GB RAM  512 GB SSD  15.6’’ FHD 144Hz Display  Gaming Laptop,ASUS,0,[],120000.00
Laptop Acer Aspire5 A515-56G-501J i5 11th Gen-8GB-512TB-MX350 2GB,Acer,0,[],86800.00
"Microsoft Surface Go Core i5 1035G1 8GB RAM 256GB SSD 12.4"" Windows 10",Microsoft,0,"['Processor: Core i5 1035G1; ', 'Model: Surface Go; ', 'RAM: 8GB; ', 'ROM: 256GB SSD; ', 'OS: Windows 10;', 'Brand New Laptop']",136000.00
HP 15s Laptop| Intel Core i7 | 8GB RAM |  512 SSD |  2 GB MX450 Graphics | Genuine Windows 10,HP,0,"['HP Laptop 15s- du3511TX', 'Intel® Core™ i7-1165G7 (up to 4.7 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 4 cores, 8 threads)', '8 GB DDR4-3200 MHz RAM (1 x 8 GB)', '512 GB PCIe® NVMe™ M.2 SSD', 'NVIDIA® GeForce® MX450 (2 GB GDDR5 dedicated)', '39.6 cm (15.6"") diagonal Full HD display', 'HP True Vision 720p HD camera with integrated dual array digital microphones', 'Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1) Wi-Fi® and Bluetooth® 4.2 combo', '65 W Smart AC power adapter', 'Factory Installed\xa0Windows 10 Home 64bit', 'Free HP BackPack', '1 Year Manufacturer (Brand) Warranty', 'Brand New Laptop']",118000
"Asus ROG Zephyrus G15 2021 GA503QM Ryzen 9 5900HX / RTX 3060 / 16GB RAM / 1TB SSD / 15.6"" WQHD 165Hz Display",ASUS,0,"['Brand:  ASUS', 'CPU: AMD Ryzen™ 9 5900HX Mobile Processor (8-core/16-thread, 20MB cache, up  to 4.6 GHz max boost)', 'Graphics: NVIDIA® GeForce RTX™ 3060 Laptop GPU | With ROG Boost up to  1525MHz at 80W (95W with Dynamic Boost) | 6GB GDDR6', 'Memory: 16GB DDR4 on board | 16GB DDR4-3200 SO-DIMM | Max Capacity :  48GB', 'Display: 15.6-inch | WQHD (2560 x 1440) 16:9 | anti-glare display |  DCI-P3:100% | Refresh Rate:165Hz | Response Time:3ms | IPS-level | FreeSync |  Pantone Validated | Optimus', 'Type: Gaming Laptop', 'Connections: 1x 3.5mm Combo Audio Jack | 1x HDMI 2.0b | 2x USB 3.2 Gen 2  Type-A | 2x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery /  G-SYNC | 1x RJ45 LAN port | 1x card reader (microSD)', 'Networking: Wi-Fi 6(802.11ax) + Bluetooth 5.1 (Dual-band) 2*2; (*BT version  may change with OS upgrades.) – RangeBoost', 'Storage: 1TB SSD', 'Camera: FHD 1080P@60FPS external camera', 'Battery: 4-cell Li-ion, 90WHrs, 4S1P', 'Keyboard: Backlit Chiclet RGB keyboard', 'Weight: 2.3 KG', 'Audio: Smart Amp Technology | Dolby Atmos | AI noise-canceling technology |  Built-in array microphone | 2x 2W tweeter | 4x 2W woofer with Smart Amp  Technology']",265000.00
"Asus ROG Strix Scar 15 2021 G533QM Ryzen 9 5900HX / RTX 3060 / 16GB RAM / 1TB SSD / 15.6"" FHD 300Hz Display",ASUS,0,"['CPU:  AMD Ryzen 9 5900HX Processor; Octa-core (8-core); 16 threads; Base clock  speed 3.3 GHz (16M Cache, up to 4.6 GHz)', 'Graphics Card: NVIDIA GeForce RTX 3060 GPU; 6GB GDDR6 VRAM With ROG  Boost', 'Storage: 1TB M.2 NVMe PCIe 3.0\xa0  SSD', 'Memory: 16GB DDR4 3200MHz SDRAM', 'Display: 15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution;  16:9 aspect ratio; anti-glare display; sRGB: 100%; Adobe RGB: 75.35%; 300Hz  Refresh Rate; 3ms Response Time, Adaptive-Sync', 'Connections: 1x 3.5mm Combo Audio Jack | 1x HDMI 2.0b | 3x USB 3.2 Gen 1  Type-A | 1x USB 3.2 Gen 2 Type-C support | DisplayPort / power delivery', 'Keyboard: Optical Mech Keyboard Per-Key RGB', 'Networking: Wi-Fi 6 + Bluetooth 5.1', 'Battery: 90 Whr, lithium-polymer battery Battery', 'Weight: 2.3 KG']",288000.00
"Dell G5 15 G5500 2020 Gaming Laptop I7 10Th Gen / GTX 1660Ti 6GB / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display",Dell,0,"['Brand:  Dell', 'CPU: 10th Gen Intel Core™ i7-10750H Hexa Core Processor (12M Cache, up to  5.0 GHz)', 'RAM: 16GB, DDR4, 3200MHz', 'Graphics: NVIDIA GeForce GTX 1660 Ti, 6GB GDDR6', 'Display: 15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution;  300 nits brightness; WVA Anti-Glare LED Backlit Display(non-touch), 144Hz  refresh rate', 'Type: Gaming Laptop', 'Connections: 1 Thunderbolt™ 3 Port (USB 3.1 Gen 2 Type-C™ with support for  40 Gbps Thunderbolt and DisplayPort) | 1 MiniDP |1 RJ-45 Killer Networks  E2500V2 Gigabit Ethernet Por', 'Networking: Killer™ Wi-Fi 6 AX1650 (2x2) 802.11ax Wireless and Bluetooth  5.1', 'Storage: 512Gb SSD', 'Size: height x width x depth (in mm)Height: 0.85"" (21.6mm) | Width:  14.4"" (365.5mm) | Depth: 10"" (254mm)', 'Battery: 4-Cell Battery, 68 Whr (Integrated)', 'Camera Webcam: 720p', 'Weight: 2.39 kg', 'Chasis: 12-zone chassis lighting']",173000.00
"Acer Nitro 5 2021 I5 11TH GEN/ RTX 3050/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD",Acer,0,[],139000.00
"Dell Vostro 3510 I7 11Th Gen 8Gb Ram 512Gb Ssd Nvidea Mx350 2Gb Graphic 15.6""Display",Dell,0,"['Model:Dell Vostro 3510', 'Processor:11th Generation Intel&reg; Core&trade; i7-1165G7 (2.80GHz up to 4.70GHz)', 'Display: 15.6&quot; FHD Display', 'Graphics: 2GB Nvidia MX350', 'Memory: 8GB DDR-4 3200Mmhz Ram', 'Storage: 512GB Nvme SSD', 'Brand New Laptop']",110000.00
"ASUS TP412FA-Touch - Intel Core i3 10th Gen 14"" FHD Touch 360 Thin and Light Laptop",ASUS,0,[],82000.00
"HP 14, AMD RYZEN 3,8GB RAM,256GB SSD, Windows 10,Silver, 14"" Display",HP,0,"['Processor: AMD Ryzen™ 3 3250U (2.6 GHz Base Clock, Upto 3.5 GHz Max Boost Clock, 1 MB L2 Cache, 2 Cores)', 'Display: 14-Inch (1366 x 768) Display', 'Memory: 8 GB DDR4 System Memory', 'Storage: 256 ssd', 'Operating System: Windows 10', '1 Year warranty', 'Brand New Laptop']",60000.00
Dell Inspiron 7391 I7 10th Gen / NVIDIA MX250 / 8GB RAM / 512GB SSD / 13.3'' FHD Display,Dell,0,"['CPU:  10th Generation Intel Core i7-10510U Processor', 'RAM: 8GB, onboard, LPDDR3, 2133MHz', 'Graphics: NVIDIA® GeForce® MX250 with 2GB GDDR5 graphics memory', 'Display: 13.3-inch Truelife LED (1920 x 1080 pixels) Narrow Border Wide  Viewing Angle Display', 'Connections: 1 x HDMI 1.4b | 1 x USB 3.1 Gen 1 Type-C (PD/power delivery) |  1 x USB 3.1 Gen 1 | 1 x Micro SD card reader | 1 x Headphone & Microphone  Audio Jack', 'Networking: 802.11ac + Bluetooth 4.1, Dual Band 2.4&5 GHz, 1x1', 'Storage: 512GB SSD', 'Height: 14.9 – 16.8mm (0.59 – 0.66"") x Width: 307.6mm (12.11"") x  Depth: 204.7mm (8.06""', 'Battery: 4-cell 52Whr ""smart"" lithium-ion', 'Camera Webcam: HD RGB camera', 'Weight: 955 Gram 2.1Lbs', 'Audio: (2) tuned speakers, audio processing by Waves MaxxAudio® Pro | (1)  combo headphone/microphone jack']",148000.00
"Acer Nitro 5 2021 I5 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD",Acer,0,[],128000.00
"Asus TUF Dash F15 FX516PE I7 11th Gen / RTX 3050ti / 16GB RAM / 1TB SSD / 15.6"" FHD 144Hz Display",ASUS,0,[],196000.00
"ASUS VivoBook Flip  RYZEN 5 5500U / 8GB RAM / 256GB SSD / 14"" FHD IPS 360 Touch display",ASUS,0,['Brand New Laptop'],94800.00
Dell Inspiron 15  intel i3 11th gen 4GB RAM 1TB + 128GB,Dell,0,[],73500.00
"ASUS M513U Vivobook,15.6 Inch Full HD OLED DISPLAY  Laptop (AMD Ryzen 5-5500U, 8GB RAM, 512GB SSD, Backlit Keyboard,GOLD COLOR",ASUS,0,"['Brand \u200eASUS', 'Package Dimensions \u200e45.5 x 28.9 x 6.4 cm; 1.7 Kilograms', 'Batteries \u200e1 Lithium ion batteries required. (included)', 'Item model number \u200eM513UA-L1188T', 'Manufacturer \u200eAsus', 'Series \u200eVivobook M513', 'Color \u200emetalic gold', 'Form Factor \u200eLaptop', 'Standing screen display size \u200e15.6 Inches', 'Resolution \u200e1920x1080 Pixels', 'Processor Brand \u200eAMD', 'Processor Type \u200eRyzen 5', 'Processor Speed \u200e2.1 GHz', 'Processor Count \u200e6', 'RAM Size \u200e4 GB', 'Memory Technology \u200eDDR4', 'Computer Memory Type \u200eDDR4 SDRAM', 'Maximum Memory Supported \u200e8\xa0GB', 'Hard Disk Description \u200eSSD', 'Hard Drive Interface \u200eESATA', 'Graphics Chipset Brand \u200eAMD', 'Graphics Card Description \u200eIntegrated', 'Graphics RAM Type \u200e72-Pin EDO SIMM Memory', 'Graphics Card Interface \u200eIntegrated', 'Wireless Type \u200eBluetooth', 'Brand New Laptop']",99000.00
"Dell Latitude 3420 I5 11th Gen / 4GB RAM / 1TB HDD / 14"" HD Display",Dell,0,[],89000.00
"Dell Alienware M15 R3 I7 10th Gen / RTX 2070 SUPER / 16GB RAM / 512GB SSD / 15.6"" FHD 300Hz Display",Dell,0,[],270000.00
Dell Inspiron 7391 i7 10th Gen / NVIDIA MX250 / 8GB RAM / 512GB SSD / 13.3'' FHD Display,Dell,0,[],147000.00
Dell Inspiron 14 intel i7 11th gen 8GB RAM,Dell,0,[],151500.00
"Lenovo I5/ 4GB/ 1TB/15.6""",Lenovo,0,"['Lenovo Core i5 10th gen', 'Ram 4 gb', 'Hard Disk 1 TB', '15.6"" Display', 'No DVd', 'No LAN PORT', 'Wifi', 'Webcam', 'Brand New Laptop']",72500.00
"ASUS ZENBOOK DUO UX482EG I7 11TH GEN/ 16GB RAM/ 1TB SSD/ MX450 / STYLUS/ 14"" FHD Touchscreen + 12.6"" FHD TOUCH",ASUS,0,"['Processor: 11th Gen Intel Core i7-1165G7, 2.8 GHz Base Speed, Up  to 4.7 GHz Max Turbo Speed, 4 cores, 8 Threads, 12MB Cache', 'Memory: 16GB onboard LPDDR4X 4266MHz RAM with | Storage: 1TB M.2 NVMe PCIe  SSD', 'Display: Touch screen, 14.0-inch, FHD (1920 x 1080) 16:9, IPS-level Panel,  Anti-glare display, LED Backlit, 400nits, sRGB: 100%, Pantone Validated,  Screen-to-body ratio: 93 %, With stylus support', 'Second Display: ScreenPad Plus (12.65"" FHD 1920 x 515, Touch screen  IPS-level Panel Support Stylus)', 'Graphics: Dedicated NVIDIA GeForce MX450 GDDR5 2GB VRAM', 'Software Included: Pre-Install Office Home and Student 2021 with lifetime  validity, McAfee With 1 year validity | Operating System: Pre-loaded Windows  11 Home with lifetime validity', 'Design & battery: NanoEdge bezels | Mangnesium-Aluminum Chassis and Lid  | Thin and Light Laptop | Laptop weight: 1.62 kg | 70WHrs, 4-cell  lithium-polymer battery | Up to 17 Hours battery life ;Note: Battery life  depends on conditions of usage']",228000.00
Dell Inspiron 7391 I5 10th Gen / 8GB RAM / 256GB SSD / 13.3'' FHD Display,Dell,0,"['CPU:  10th Generation Intel Core i5-10210U Processor', 'RAM: 8GB, onboard, LPDDR3, 2133MHz', 'Graphics: Intel UHD Graphic', 'Display: 13.3-inch Truelife LED (1920 x 1080 pixels) Narrow Border Wide  Viewing Angle Display', 'Connections: 1 x HDMI 1.4b | 1 x USB 3.1 Gen 1 Type-C (PD/power delivery) |  1 x USB 3.1 Gen 1 | 1 x Micro SD card reader | 1 x Headphone & Microphone  Audio Jack', 'Networking: 802.11ac + Bluetooth 4.1, Dual Band 2.4&5 GHz, 1x1', 'Storage: 256GB SSD', 'Height: 14.9 – 16.8mm (0.59 – 0.66"") x Width: 307.6mm (12.11"") x  Depth: 204.7mm (8.06""', 'Battery: 4-cell 52Whr ""smart"" lithium-ion', 'Camera Webcam: HD RGB camera', 'Weight: 955 Gram 2.1Lbs', 'Audio: (2) tuned speakers, audio processing by Waves MaxxAudio® Pro | (1)  combo headphone/microphone jack']",118000.00
